customer_id,cluster,cluster_name
230,2,Moderate Risk - Average
231,2,Moderate Risk - Average
232,2,Moderate Risk - Average
233,2,Moderate Risk - Average
234,2,Moderate Risk - Average
235,2,Moderate Risk - Average
236,2,Moderate Risk - Average
237,2,Moderate Risk - Average
238,2,Moderate Risk - Average
239,2,Moderate Risk - Average
240,2,Moderate Risk - Average
241,2,Moderate Risk - Average
242,2,Moderate Risk - Average
243,2,Moderate Risk - Average
244,2,Moderate Risk - Average
245,2,Moderate Risk - Average
246,2,Moderate Risk - Average
247,2,Moderate Risk - Average
248,2,Moderate Risk - Average
249,2,Moderate Risk - Average
250,2,Moderate Risk - Average
251,2,Moderate Risk - Average
252,2,Moderate Risk - Average
253,2,Moderate Risk - Average
254,2,Moderate Risk - Average
255,2,Moderate Risk - Average
256,2,Moderate Risk - Average
257,2,Moderate Risk - Average
258,2,Moderate Risk - Average
259,2,Moderate Risk - Average
260,2,Moderate Risk - Average
261,2,Moderate Risk - Average
262,2,Moderate Risk - Average
263,2,Moderate Risk - Average
264,2,Moderate Risk - Average
265,2,Moderate Risk - Average
266,2,Moderate Risk - Average
267,2,Moderate Risk - Average
268,2,Moderate Risk - Average
269,2,Moderate Risk - Average
270,2,Moderate Risk - Average
271,2,Moderate Risk - Average
272,2,Moderate Risk - Average
273,2,Moderate Risk - Average
274,2,Moderate Risk - Average
275,2,Moderate Risk - Average
276,2,Moderate Risk - Average
277,2,Moderate Risk - Average
278,2,Moderate Risk - Average
279,2,Moderate Risk - Average
280,2,Moderate Risk - Average
281,2,Moderate Risk - Average
282,2,Moderate Risk - Average
283,2,Moderate Risk - Average
284,2,Moderate Risk - Average
285,2,Moderate Risk - Average
286,2,Moderate Risk - Average
287,2,Moderate Risk - Average
288,2,Moderate Risk - Average
289,2,Moderate Risk - Average
290,2,Moderate Risk - Average
291,2,Moderate Risk - Average
292,2,Moderate Risk - Average
293,2,Moderate Risk - Average
294,2,Moderate Risk - Average
295,2,Moderate Risk - Average
296,2,Moderate Risk - Average
297,2,Moderate Risk - Average
298,2,Moderate Risk - Average
299,2,Moderate Risk - Average
300,2,Moderate Risk - Average
301,2,Moderate Risk - Average
302,2,Moderate Risk - Average
303,2,Moderate Risk - Average
304,2,Moderate Risk - Average
305,2,Moderate Risk - Average
306,2,Moderate Risk - Average
307,2,Moderate Risk - Average
308,2,Moderate Risk - Average
309,2,Moderate Risk - Average
310,2,Moderate Risk - Average
311,2,Moderate Risk - Average
312,2,Moderate Risk - Average
313,2,Moderate Risk - Average
314,2,Moderate Risk - Average
315,2,Moderate Risk - Average
316,2,Moderate Risk - Average
317,2,Moderate Risk - Average
318,2,Moderate Risk - Average
319,2,Moderate Risk - Average
320,2,Moderate Risk - Average
321,2,Moderate Risk - Average
322,2,Moderate Risk - Average
323,2,Moderate Risk - Average
324,2,Moderate Risk - Average
325,2,Moderate Risk - Average
326,2,Moderate Risk - Average
327,2,Moderate Risk - Average
328,2,Moderate Risk - Average
329,2,Moderate Risk - Average
330,2,Moderate Risk - Average
331,2,Moderate Risk - Average
332,2,Moderate Risk - Average
333,2,Moderate Risk - Average
334,2,Moderate Risk - Average
335,2,Moderate Risk - Average
336,2,Moderate Risk - Average
337,2,Moderate Risk - Average
338,2,Moderate Risk - Average
339,2,Moderate Risk - Average
340,2,Moderate Risk - Average
341,2,Moderate Risk - Average
342,2,Moderate Risk - Average
343,2,Moderate Risk - Average
344,2,Moderate Risk - Average
345,2,Moderate Risk - Average
346,2,Moderate Risk - Average
347,2,Moderate Risk - Average
348,2,Moderate Risk - Average
349,2,Moderate Risk - Average
350,2,Moderate Risk - Average
351,2,Moderate Risk - Average
352,2,Moderate Risk - Average
353,2,Moderate Risk - Average
354,2,Moderate Risk - Average
355,2,Moderate Risk - Average
356,2,Moderate Risk - Average
357,2,Moderate Risk - Average
358,2,Moderate Risk - Average
359,2,Moderate Risk - Average
360,2,Moderate Risk - Average
361,2,Moderate Risk - Average
362,2,Moderate Risk - Average
363,2,Moderate Risk - Average
364,2,Moderate Risk - Average
365,2,Moderate Risk - Average
366,2,Moderate Risk - Average
367,2,Moderate Risk - Average
368,2,Moderate Risk - Average
369,2,Moderate Risk - Average
370,2,Moderate Risk - Average
371,2,Moderate Risk - Average
372,2,Moderate Risk - Average
373,2,Moderate Risk - Average
374,2,Moderate Risk - Average
375,0,Moderate Risk - Average
376,2,Moderate Risk - Average
377,2,Moderate Risk - Average
378,2,Moderate Risk - Average
379,2,Moderate Risk - Average
380,2,Moderate Risk - Average
381,2,Moderate Risk - Average
382,2,Moderate Risk - Average
383,2,Moderate Risk - Average
384,2,Moderate Risk - Average
385,2,Moderate Risk - Average
386,2,Moderate Risk - Average
387,2,Moderate Risk - Average
388,2,Moderate Risk - Average
389,2,Moderate Risk - Average
390,2,Moderate Risk - Average
391,2,Moderate Risk - Average
392,2,Moderate Risk - Average
393,2,Moderate Risk - Average
394,2,Moderate Risk - Average
395,2,Moderate Risk - Average
396,2,Moderate Risk - Average
397,2,Moderate Risk - Average
398,2,Moderate Risk - Average
399,2,Moderate Risk - Average
400,2,Moderate Risk - Average
401,2,Moderate Risk - Average
402,2,Moderate Risk - Average
403,2,Moderate Risk - Average
404,2,Moderate Risk - Average
405,2,Moderate Risk - Average
406,2,Moderate Risk - Average
407,2,Moderate Risk - Average
408,2,Moderate Risk - Average
409,2,Moderate Risk - Average
410,2,Moderate Risk - Average
411,2,Moderate Risk - Average
412,2,Moderate Risk - Average
413,2,Moderate Risk - Average
414,2,Moderate Risk - Average
415,2,Moderate Risk - Average
416,2,Moderate Risk - Average
417,2,Moderate Risk - Average
418,2,Moderate Risk - Average
419,2,Moderate Risk - Average
420,2,Moderate Risk - Average
421,2,Moderate Risk - Average
422,2,Moderate Risk - Average
423,2,Moderate Risk - Average
424,2,Moderate Risk - Average
425,2,Moderate Risk - Average
426,2,Moderate Risk - Average
427,2,Moderate Risk - Average
428,2,Moderate Risk - Average
429,2,Moderate Risk - Average
430,2,Moderate Risk - Average
431,2,Moderate Risk - Average
432,2,Moderate Risk - Average
433,2,Moderate Risk - Average
434,2,Moderate Risk - Average
435,2,Moderate Risk - Average
436,2,Moderate Risk - Average
437,2,Moderate Risk - Average
438,2,Moderate Risk - Average
439,2,Moderate Risk - Average
440,2,Moderate Risk - Average
441,2,Moderate Risk - Average
442,2,Moderate Risk - Average
443,2,Moderate Risk - Average
444,2,Moderate Risk - Average
445,2,Moderate Risk - Average
446,2,Moderate Risk - Average
447,2,Moderate Risk - Average
448,2,Moderate Risk - Average
449,2,Moderate Risk - Average
450,2,Moderate Risk - Average
451,2,Moderate Risk - Average
452,2,Moderate Risk - Average
453,2,Moderate Risk - Average
454,2,Moderate Risk - Average
455,2,Moderate Risk - Average
456,2,Moderate Risk - Average
457,2,Moderate Risk - Average
458,2,Moderate Risk - Average
459,2,Moderate Risk - Average
460,2,Moderate Risk - Average
461,2,Moderate Risk - Average
462,2,Moderate Risk - Average
463,2,Moderate Risk - Average
464,2,Moderate Risk - Average
465,2,Moderate Risk - Average
466,2,Moderate Risk - Average
467,2,Moderate Risk - Average
468,2,Moderate Risk - Average
469,2,Moderate Risk - Average
470,2,Moderate Risk - Average
471,2,Moderate Risk - Average
472,2,Moderate Risk - Average
473,2,Moderate Risk - Average
474,2,Moderate Risk - Average
475,2,Moderate Risk - Average
476,2,Moderate Risk - Average
477,2,Moderate Risk - Average
478,2,Moderate Risk - Average
479,2,Moderate Risk - Average
480,2,Moderate Risk - Average
481,2,Moderate Risk - Average
482,2,Moderate Risk - Average
483,2,Moderate Risk - Average
484,2,Moderate Risk - Average
485,2,Moderate Risk - Average
486,2,Moderate Risk - Average
487,2,Moderate Risk - Average
488,2,Moderate Risk - Average
489,2,Moderate Risk - Average
490,2,Moderate Risk - Average
491,2,Moderate Risk - Average
492,2,Moderate Risk - Average
493,2,Moderate Risk - Average
494,2,Moderate Risk - Average
495,2,Moderate Risk - Average
496,2,Moderate Risk - Average
497,2,Moderate Risk - Average
498,2,Moderate Risk - Average
499,2,Moderate Risk - Average
500,2,Moderate Risk - Average
501,2,Moderate Risk - Average
502,2,Moderate Risk - Average
503,2,Moderate Risk - Average
504,2,Moderate Risk - Average
505,2,Moderate Risk - Average
506,2,Moderate Risk - Average
507,2,Moderate Risk - Average
508,2,Moderate Risk - Average
509,2,Moderate Risk - Average
510,2,Moderate Risk - Average
511,2,Moderate Risk - Average
512,2,Moderate Risk - Average
513,2,Moderate Risk - Average
514,2,Moderate Risk - Average
515,2,Moderate Risk - Average
516,2,Moderate Risk - Average
517,2,Moderate Risk - Average
518,2,Moderate Risk - Average
519,2,Moderate Risk - Average
520,2,Moderate Risk - Average
521,2,Moderate Risk - Average
522,2,Moderate Risk - Average
523,2,Moderate Risk - Average
524,2,Moderate Risk - Average
525,2,Moderate Risk - Average
526,2,Moderate Risk - Average
527,2,Moderate Risk - Average
528,2,Moderate Risk - Average
529,2,Moderate Risk - Average
530,2,Moderate Risk - Average
531,2,Moderate Risk - Average
532,2,Moderate Risk - Average
533,2,Moderate Risk - Average
534,2,Moderate Risk - Average
535,2,Moderate Risk - Average
536,2,Moderate Risk - Average
537,2,Moderate Risk - Average
538,2,Moderate Risk - Average
539,2,Moderate Risk - Average
540,2,Moderate Risk - Average
541,2,Moderate Risk - Average
542,2,Moderate Risk - Average
543,2,Moderate Risk - Average
544,2,Moderate Risk - Average
545,2,Moderate Risk - Average
546,2,Moderate Risk - Average
547,2,Moderate Risk - Average
548,2,Moderate Risk - Average
549,2,Moderate Risk - Average
550,2,Moderate Risk - Average
551,2,Moderate Risk - Average
552,2,Moderate Risk - Average
553,2,Moderate Risk - Average
554,2,Moderate Risk - Average
555,2,Moderate Risk - Average
556,2,Moderate Risk - Average
557,2,Moderate Risk - Average
558,2,Moderate Risk - Average
559,2,Moderate Risk - Average
560,2,Moderate Risk - Average
561,2,Moderate Risk - Average
562,2,Moderate Risk - Average
563,2,Moderate Risk - Average
564,2,Moderate Risk - Average
565,2,Moderate Risk - Average
566,2,Moderate Risk - Average
567,2,Moderate Risk - Average
568,2,Moderate Risk - Average
569,2,Moderate Risk - Average
570,2,Moderate Risk - Average
571,2,Moderate Risk - Average
572,2,Moderate Risk - Average
573,2,Moderate Risk - Average
574,2,Moderate Risk - Average
575,2,Moderate Risk - Average
576,2,Moderate Risk - Average
577,2,Moderate Risk - Average
578,2,Moderate Risk - Average
579,2,Moderate Risk - Average
580,2,Moderate Risk - Average
581,2,Moderate Risk - Average
582,2,Moderate Risk - Average
583,2,Moderate Risk - Average
584,2,Moderate Risk - Average
585,2,Moderate Risk - Average
586,2,Moderate Risk - Average
587,2,Moderate Risk - Average
588,2,Moderate Risk - Average
589,2,Moderate Risk - Average
590,2,Moderate Risk - Average
591,2,Moderate Risk - Average
592,2,Moderate Risk - Average
593,2,Moderate Risk - Average
594,2,Moderate Risk - Average
595,2,Moderate Risk - Average
596,2,Moderate Risk - Average
597,2,Moderate Risk - Average
598,2,Moderate Risk - Average
599,2,Moderate Risk - Average
600,2,Moderate Risk - Average
601,2,Moderate Risk - Average
602,2,Moderate Risk - Average
603,2,Moderate Risk - Average
604,2,Moderate Risk - Average
605,2,Moderate Risk - Average
606,2,Moderate Risk - Average
607,2,Moderate Risk - Average
608,2,Moderate Risk - Average
609,2,Moderate Risk - Average
610,2,Moderate Risk - Average
611,2,Moderate Risk - Average
612,2,Moderate Risk - Average
613,2,Moderate Risk - Average
614,2,Moderate Risk - Average
615,2,Moderate Risk - Average
616,2,Moderate Risk - Average
617,2,Moderate Risk - Average
618,2,Moderate Risk - Average
619,2,Moderate Risk - Average
620,2,Moderate Risk - Average
621,2,Moderate Risk - Average
622,2,Moderate Risk - Average
623,2,Moderate Risk - Average
624,2,Moderate Risk - Average
625,2,Moderate Risk - Average
626,2,Moderate Risk - Average
627,2,Moderate Risk - Average
628,2,Moderate Risk - Average
629,2,Moderate Risk - Average
630,2,Moderate Risk - Average
631,2,Moderate Risk - Average
632,2,Moderate Risk - Average
633,2,Moderate Risk - Average
634,2,Moderate Risk - Average
635,2,Moderate Risk - Average
636,2,Moderate Risk - Average
637,2,Moderate Risk - Average
638,2,Moderate Risk - Average
639,2,Moderate Risk - Average
640,2,Moderate Risk - Average
641,2,Moderate Risk - Average
642,2,Moderate Risk - Average
643,2,Moderate Risk - Average
644,2,Moderate Risk - Average
645,2,Moderate Risk - Average
646,2,Moderate Risk - Average
647,2,Moderate Risk - Average
648,2,Moderate Risk - Average
649,2,Moderate Risk - Average
650,2,Moderate Risk - Average
651,2,Moderate Risk - Average
652,2,Moderate Risk - Average
653,2,Moderate Risk - Average
654,2,Moderate Risk - Average
655,2,Moderate Risk - Average
656,2,Moderate Risk - Average
657,2,Moderate Risk - Average
658,2,Moderate Risk - Average
659,2,Moderate Risk - Average
660,2,Moderate Risk - Average
661,2,Moderate Risk - Average
662,2,Moderate Risk - Average
663,2,Moderate Risk - Average
664,2,Moderate Risk - Average
665,2,Moderate Risk - Average
666,2,Moderate Risk - Average
667,2,Moderate Risk - Average
668,2,Moderate Risk - Average
669,2,Moderate Risk - Average
670,2,Moderate Risk - Average
671,2,Moderate Risk - Average
672,2,Moderate Risk - Average
673,2,Moderate Risk - Average
674,2,Moderate Risk - Average
675,2,Moderate Risk - Average
676,2,Moderate Risk - Average
677,2,Moderate Risk - Average
678,2,Moderate Risk - Average
679,2,Moderate Risk - Average
680,2,Moderate Risk - Average
681,2,Moderate Risk - Average
682,2,Moderate Risk - Average
683,2,Moderate Risk - Average
684,2,Moderate Risk - Average
685,2,Moderate Risk - Average
686,2,Moderate Risk - Average
687,2,Moderate Risk - Average
688,2,Moderate Risk - Average
689,2,Moderate Risk - Average
690,2,Moderate Risk - Average
691,2,Moderate Risk - Average
692,2,Moderate Risk - Average
693,2,Moderate Risk - Average
694,2,Moderate Risk - Average
695,2,Moderate Risk - Average
696,2,Moderate Risk - Average
697,2,Moderate Risk - Average
698,2,Moderate Risk - Average
699,2,Moderate Risk - Average
700,2,Moderate Risk - Average
701,2,Moderate Risk - Average
702,2,Moderate Risk - Average
703,2,Moderate Risk - Average
704,2,Moderate Risk - Average
705,2,Moderate Risk - Average
706,2,Moderate Risk - Average
707,2,Moderate Risk - Average
708,2,Moderate Risk - Average
709,2,Moderate Risk - Average
710,2,Moderate Risk - Average
711,2,Moderate Risk - Average
712,2,Moderate Risk - Average
713,2,Moderate Risk - Average
714,2,Moderate Risk - Average
715,2,Moderate Risk - Average
716,2,Moderate Risk - Average
717,2,Moderate Risk - Average
718,2,Moderate Risk - Average
719,2,Moderate Risk - Average
720,2,Moderate Risk - Average
721,2,Moderate Risk - Average
722,2,Moderate Risk - Average
723,2,Moderate Risk - Average
724,2,Moderate Risk - Average
725,2,Moderate Risk - Average
726,2,Moderate Risk - Average
727,2,Moderate Risk - Average
728,2,Moderate Risk - Average
729,2,Moderate Risk - Average
730,2,Moderate Risk - Average
731,2,Moderate Risk - Average
732,2,Moderate Risk - Average
733,2,Moderate Risk - Average
734,2,Moderate Risk - Average
735,2,Moderate Risk - Average
736,2,Moderate Risk - Average
737,2,Moderate Risk - Average
738,2,Moderate Risk - Average
739,2,Moderate Risk - Average
740,2,Moderate Risk - Average
741,2,Moderate Risk - Average
742,2,Moderate Risk - Average
743,2,Moderate Risk - Average
744,2,Moderate Risk - Average
745,2,Moderate Risk - Average
746,2,Moderate Risk - Average
747,2,Moderate Risk - Average
748,2,Moderate Risk - Average
749,2,Moderate Risk - Average
750,2,Moderate Risk - Average
751,2,Moderate Risk - Average
752,2,Moderate Risk - Average
753,2,Moderate Risk - Average
754,2,Moderate Risk - Average
755,2,Moderate Risk - Average
756,0,Moderate Risk - Average
757,2,Moderate Risk - Average
758,2,Moderate Risk - Average
759,2,Moderate Risk - Average
760,2,Moderate Risk - Average
761,2,Moderate Risk - Average
762,2,Moderate Risk - Average
763,2,Moderate Risk - Average
764,2,Moderate Risk - Average
765,2,Moderate Risk - Average
766,2,Moderate Risk - Average
767,2,Moderate Risk - Average
768,2,Moderate Risk - Average
769,2,Moderate Risk - Average
770,2,Moderate Risk - Average
771,2,Moderate Risk - Average
772,2,Moderate Risk - Average
773,2,Moderate Risk - Average
774,2,Moderate Risk - Average
775,2,Moderate Risk - Average
776,2,Moderate Risk - Average
777,2,Moderate Risk - Average
778,2,Moderate Risk - Average
779,2,Moderate Risk - Average
780,2,Moderate Risk - Average
781,2,Moderate Risk - Average
782,2,Moderate Risk - Average
783,2,Moderate Risk - Average
784,2,Moderate Risk - Average
785,2,Moderate Risk - Average
786,2,Moderate Risk - Average
787,2,Moderate Risk - Average
788,2,Moderate Risk - Average
789,2,Moderate Risk - Average
790,2,Moderate Risk - Average
791,2,Moderate Risk - Average
792,2,Moderate Risk - Average
793,2,Moderate Risk - Average
794,2,Moderate Risk - Average
795,2,Moderate Risk - Average
796,2,Moderate Risk - Average
797,2,Moderate Risk - Average
798,2,Moderate Risk - Average
799,2,Moderate Risk - Average
800,2,Moderate Risk - Average
801,2,Moderate Risk - Average
802,2,Moderate Risk - Average
803,2,Moderate Risk - Average
804,2,Moderate Risk - Average
805,2,Moderate Risk - Average
806,2,Moderate Risk - Average
807,2,Moderate Risk - Average
808,2,Moderate Risk - Average
809,2,Moderate Risk - Average
810,2,Moderate Risk - Average
811,2,Moderate Risk - Average
812,2,Moderate Risk - Average
813,2,Moderate Risk - Average
814,2,Moderate Risk - Average
815,2,Moderate Risk - Average
816,2,Moderate Risk - Average
817,2,Moderate Risk - Average
818,2,Moderate Risk - Average
819,2,Moderate Risk - Average
820,2,Moderate Risk - Average
821,2,Moderate Risk - Average
822,2,Moderate Risk - Average
823,2,Moderate Risk - Average
824,2,Moderate Risk - Average
825,2,Moderate Risk - Average
826,2,Moderate Risk - Average
827,2,Moderate Risk - Average
828,2,Moderate Risk - Average
829,2,Moderate Risk - Average
830,2,Moderate Risk - Average
831,2,Moderate Risk - Average
832,2,Moderate Risk - Average
833,2,Moderate Risk - Average
834,2,Moderate Risk - Average
835,2,Moderate Risk - Average
836,2,Moderate Risk - Average
837,2,Moderate Risk - Average
838,2,Moderate Risk - Average
839,2,Moderate Risk - Average
840,2,Moderate Risk - Average
841,2,Moderate Risk - Average
842,2,Moderate Risk - Average
843,2,Moderate Risk - Average
844,2,Moderate Risk - Average
845,2,Moderate Risk - Average
846,2,Moderate Risk - Average
847,2,Moderate Risk - Average
848,2,Moderate Risk - Average
849,2,Moderate Risk - Average
850,2,Moderate Risk - Average
851,2,Moderate Risk - Average
852,2,Moderate Risk - Average
853,2,Moderate Risk - Average
854,2,Moderate Risk - Average
855,2,Moderate Risk - Average
856,2,Moderate Risk - Average
857,2,Moderate Risk - Average
858,2,Moderate Risk - Average
859,2,Moderate Risk - Average
860,2,Moderate Risk - Average
861,2,Moderate Risk - Average
862,2,Moderate Risk - Average
863,2,Moderate Risk - Average
864,2,Moderate Risk - Average
865,2,Moderate Risk - Average
866,2,Moderate Risk - Average
867,2,Moderate Risk - Average
868,2,Moderate Risk - Average
869,2,Moderate Risk - Average
870,2,Moderate Risk - Average
871,2,Moderate Risk - Average
872,2,Moderate Risk - Average
873,2,Moderate Risk - Average
874,2,Moderate Risk - Average
875,2,Moderate Risk - Average
876,2,Moderate Risk - Average
877,2,Moderate Risk - Average
878,2,Moderate Risk - Average
879,2,Moderate Risk - Average
880,2,Moderate Risk - Average
881,2,Moderate Risk - Average
882,2,Moderate Risk - Average
883,2,Moderate Risk - Average
884,2,Moderate Risk - Average
885,2,Moderate Risk - Average
886,2,Moderate Risk - Average
887,2,Moderate Risk - Average
888,2,Moderate Risk - Average
889,2,Moderate Risk - Average
890,2,Moderate Risk - Average
891,2,Moderate Risk - Average
892,2,Moderate Risk - Average
893,2,Moderate Risk - Average
894,2,Moderate Risk - Average
895,2,Moderate Risk - Average
896,2,Moderate Risk - Average
897,2,Moderate Risk - Average
898,2,Moderate Risk - Average
899,2,Moderate Risk - Average
900,2,Moderate Risk - Average
901,2,Moderate Risk - Average
902,2,Moderate Risk - Average
903,2,Moderate Risk - Average
904,2,Moderate Risk - Average
905,2,Moderate Risk - Average
906,2,Moderate Risk - Average
907,2,Moderate Risk - Average
908,2,Moderate Risk - Average
909,2,Moderate Risk - Average
910,2,Moderate Risk - Average
911,2,Moderate Risk - Average
912,2,Moderate Risk - Average
913,2,Moderate Risk - Average
914,2,Moderate Risk - Average
915,2,Moderate Risk - Average
916,2,Moderate Risk - Average
917,2,Moderate Risk - Average
918,2,Moderate Risk - Average
919,2,Moderate Risk - Average
920,2,Moderate Risk - Average
921,2,Moderate Risk - Average
922,2,Moderate Risk - Average
923,2,Moderate Risk - Average
924,2,Moderate Risk - Average
925,2,Moderate Risk - Average
926,2,Moderate Risk - Average
927,2,Moderate Risk - Average
928,2,Moderate Risk - Average
929,2,Moderate Risk - Average
930,2,Moderate Risk - Average
931,2,Moderate Risk - Average
